task_id,rmse,dataset,model,accuracy,rmse_rank,accuracy_rank
154.0,4.491507800790061,computer,STL,,3.0,
155.0,3.4605259309241068,computer,STL,,3.0,
156.0,3.9000767383580506,computer,STL,,1.0,
157.0,2.3437715262692653,computer,STL,,1.0,
158.0,1.0479934411788896,computer,STL,,1.0,
159.0,4.567182894603347,computer,STL,,3.0,
160.0,4.3026765751718035,computer,STL,,3.0,
161.0,2.645017857567108,computer,STL,,3.0,
162.0,3.02340712207997,computer,STL,,3.0,
163.0,2.603114842702505,computer,STL,,3.0,
164.0,1.125743991141422,computer,STL,,1.0,
165.0,2.4436777650377772,computer,STL,,3.0,
166.0,4.365985322493343,computer,STL,,3.0,
167.0,0.9133131323235303,computer,STL,,3.0,
168.0,3.1570486206907438,computer,STL,,3.0,
170.0,2.9046459186789964,computer,STL,,3.0,
171.0,2.6012846108442735,computer,STL,,1.0,
172.0,1.8102771567504563,computer,STL,,1.0,
173.0,0.8520864993744893,computer,STL,,1.0,
174.0,2.882297703472806,computer,STL,,2.0,
175.0,4.560876226129916,computer,STL,,3.0,
176.0,1.9762847476142085,computer,STL,,1.0,
177.0,2.241128055034404,computer,STL,,3.0,
178.0,2.915255160265044,computer,STL,,3.0,
179.0,2.7728629250619323,computer,STL,,3.0,
180.0,2.9025004969249717,computer,STL,,3.0,
181.0,2.170617118022666,computer,STL,,3.0,
182.0,1.5474736977949997,computer,STL,,1.0,
183.0,1.2098755455274413,computer,STL,,1.0,
184.0,4.173731796217571,computer,STL,,3.0,
185.0,3.221118209978572,computer,STL,,3.0,
186.0,1.5630088496191827,computer,STL,,3.0,
187.0,3.8721686253288996,computer,STL,,3.0,
188.0,1.9384585206653266,computer,STL,,3.0,
189.0,2.1291538630402598,computer,STL,,1.0,
1.0,0.3284112723668631,parkinson,STL,,3.0,
2.0,0.18420464187469468,parkinson,STL,,1.0,
3.0,0.28830229904387455,parkinson,STL,,2.0,
4.0,0.2755683020496285,parkinson,STL,,1.0,
5.0,0.24476802287794977,parkinson,STL,,3.0,
6.0,0.23359833982813308,parkinson,STL,,3.0,
7.0,0.27931467667087284,parkinson,STL,,1.0,
8.0,0.19950474562959197,parkinson,STL,,3.0,
9.0,0.17440406359561025,parkinson,STL,,1.0,
10.0,0.10621503554109199,parkinson,STL,,3.0,
11.0,0.8422136674459095,parkinson,STL,,1.0,
12.0,0.39588238330036324,parkinson,STL,,3.0,
13.0,0.44886757171024905,parkinson,STL,,3.0,
14.0,0.28998254129554546,parkinson,STL,,2.0,
15.0,0.20194913565555705,parkinson,STL,,2.0,
16.0,0.18439121576703915,parkinson,STL,,3.0,
17.0,1.600841351609686,parkinson,STL,,3.0,
18.0,0.04980832962906149,parkinson,STL,,2.0,
19.0,0.2738932847590451,parkinson,STL,,2.0,
20.0,0.1470710687888872,parkinson,STL,,2.0,
21.0,0.8632778133075837,parkinson,STL,,3.0,
22.0,0.4966048632704391,parkinson,STL,,2.0,
23.0,0.4045848549152715,parkinson,STL,,3.0,
24.0,0.12703122696446784,parkinson,STL,,1.0,
25.0,0.3036572374607891,parkinson,STL,,3.0,
26.0,0.5507480272031132,parkinson,STL,,1.0,
27.0,0.14722462988158594,parkinson,STL,,1.0,
28.0,0.42565354460290955,parkinson,STL,,1.0,
29.0,0.6220649471742108,parkinson,STL,,3.0,
30.0,0.3259706285882868,parkinson,STL,,2.0,
31.0,1.0728633272945842,parkinson,STL,,1.0,
32.0,0.8094349950678442,parkinson,STL,,3.0,
33.0,0.16770958610019257,parkinson,STL,,3.0,
34.0,0.47377216519601667,parkinson,STL,,1.0,
35.0,0.352319918438099,parkinson,STL,,2.0,
36.0,0.16935545202882593,parkinson,STL,,3.0,
37.0,0.23064846374495546,parkinson,STL,,2.0,
38.0,0.3777574132306032,parkinson,STL,,3.0,
39.0,0.3194036862795486,parkinson,STL,,3.0,
40.0,0.30728349972029934,parkinson,STL,,3.0,
41.0,0.4222107909729479,parkinson,STL,,3.0,
42.0,0.7377818723209755,parkinson,STL,,3.0,
0.0,,landmine,STL,0.9411764705882353,,2.0
1.0,,landmine,STL,0.9236641221374046,,2.0
2.0,,landmine,STL,0.9407407407407408,,2.0
3.0,,landmine,STL,0.9629629629629629,,2.0
4.0,,landmine,STL,0.9636363636363636,,2.0
5.0,,landmine,STL,0.9724770642201835,,2.0
6.0,,landmine,STL,0.941747572815534,,2.0
7.0,,landmine,STL,0.9418604651162791,,2.0
8.0,,landmine,STL,0.9203539823008849,,2.0
9.0,,landmine,STL,1.0,,2.0
10.0,,landmine,STL,0.9266666666666666,,2.0
11.0,,landmine,STL,0.9655172413793104,,2.0
12.0,,landmine,STL,0.9494949494949495,,2.0
13.0,,landmine,STL,0.9380530973451328,,2.0
14.0,,landmine,STL,0.9595959595959596,,2.0
15.0,,landmine,STL,0.9509803921568627,,2.0
16.0,,landmine,STL,0.9215686274509803,,1.5
17.0,,landmine,STL,0.9387755102040817,,1.5
18.0,,landmine,STL,0.9885057471264368,,2.0
19.0,,landmine,STL,0.9222222222222223,,2.0
20.0,,landmine,STL,0.9404761904761905,,2.0
21.0,,landmine,STL,0.8809523809523809,,2.5
22.0,,landmine,STL,1.0,,2.0
23.0,,landmine,STL,0.8681318681318682,,2.0
24.0,,landmine,STL,0.9534883720930233,,2.0
25.0,,landmine,STL,0.9560439560439561,,1.5
26.0,,landmine,STL,0.9506172839506173,,2.0
27.0,,landmine,STL,0.963855421686747,,2.0
28.0,,landmine,STL,0.9340659340659341,,2.0
0.0,,adult_gender,STL,0.9064748201438849,,3.0
1.0,,adult_gender,STL,0.7995395948434623,,3.0
0.0,,adult_race,STL,0.89937106918239,,2.0
1.0,,adult_race,STL,0.7666666666666667,,3.0
2.0,,adult_race,STL,0.903267136450993,,3.0
3.0,,adult_race,STL,0.8444444444444444,,1.0
4.0,,adult_race,STL,0.7921984798508533,,3.0
